***;komisja;kto;komitet;glosy
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Jarosław Daniel SELLIN;PiS;37
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Adam Marek KOROL;PO;70
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Aleksandra Grażyna KROTOWSKA-CACHA;KWRazem;13
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Karol Kazimierz RABENDA;KORWIN;22
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Józef Leon SARNOWSKI;PSL;1
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Joanna SENYSZYN;ZLEW;15
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Magdalena Maria BŁEŃSKA;KUKIZ;27
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Ewa LIEDER;PETRU;65
101884;220401;Niepubliczne Przedszkole Bursztynek|Pruszcz Gdański|ul. Edmunda Pawła Strzeleckiego 4 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.2701205 18.6317438;101884;Danuta HOJARSKA;KWZStonoga;3
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Jarosław Daniel SELLIN;PiS;58
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Adam Marek KOROL;PO;31
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Aleksandra Grażyna KROTOWSKA-CACHA;KWRazem;7
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Karol Kazimierz RABENDA;KORWIN;15
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Józef Leon SARNOWSKI;PSL;1
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Joanna SENYSZYN;ZLEW;17
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Magdalena Maria BŁEŃSKA;KUKIZ;9
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Ewa LIEDER;PETRU;18
101885;220401;Zespół Szkół Nr 2|Pruszcz Gdański|ul. Tysiąclecia 5 |83-000 Pruszcz Gdański;54.2621505 18.6361726;54.260714 18.6282809;101885;Danuta HOJARSKA;KWZStonoga;0
