***;komisja;kto;komitet;glosy
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Jolanta Irena SZCZYPIŃSKA;PiS;61
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Marek BIERNACKI;PO;51
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Maciej KONIECZNY;KWRazem;9
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Zbigniew Maksymilian WYSOCKI;KORWIN;16
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Hubert Alfons LEWNA;PSL;18
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Leszek Cezary MILLER;ZLEW;18
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Małgorzata Grażyna ZWIERCAN;KUKIZ;21
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Grzegorz Witold FURGO;PETRU;8
101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847;54.199476 17.3672529;101690;Jarosław GROMADZKI;KWZStonoga;1
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Jolanta Irena SZCZYPIŃSKA;PiS;9
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Marek BIERNACKI;PO;13
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Maciej KONIECZNY;KWRazem;2
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Zbigniew Maksymilian WYSOCKI;KORWIN;0
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Hubert Alfons LEWNA;PSL;0
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Leszek Cezary MILLER;ZLEW;1
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Małgorzata Grażyna ZWIERCAN;KUKIZ;3
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088;54.165181 17.405244;101691;Grzegorz Witold FURGO;PETRU;3
